condition_id,paired_condition_id,task_family,episode_id,step,terminated,p_continue,p_disengage,persistence_logit,top_token_is_action,p_action_mass_raw,response_mapping,model,model_revision
llama_pilot_v1-0356e15c954480bf-m0,llama_pilot_v1-0356e15c954480bf,effort,llama_pilot_v1-0356e15c954480bf-m0,0,True,0.24508501313237172,0.7549149868676283,-1.125,True,0.9999217987060547,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0356e15c954480bf-m1,llama_pilot_v1-0356e15c954480bf,effort,llama_pilot_v1-0356e15c954480bf-m1,0,True,0.017986209962091555,0.9820137900379085,-4.0,True,0.9999580383300781,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-046303987ed4bfd8-m0,llama_pilot_v1-046303987ed4bfd8,waiting,llama_pilot_v1-046303987ed4bfd8-m0,0,True,0.047425873177566774,0.9525741268224331,-3.0,True,0.9999370574951172,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-046303987ed4bfd8-m1,llama_pilot_v1-046303987ed4bfd8,waiting,llama_pilot_v1-046303987ed4bfd8-m1,0,True,0.0009110511944006454,0.9990889488055994,-7.0,True,1.0,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0479a9338f9cf79e-m0,llama_pilot_v1-0479a9338f9cf79e,debugging,llama_pilot_v1-0479a9338f9cf79e-m0,0,True,0.7310585786300049,0.2689414213699951,1.0,True,0.9998741149902344,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0479a9338f9cf79e-m1,llama_pilot_v1-0479a9338f9cf79e,debugging,llama_pilot_v1-0479a9338f9cf79e-m1,0,True,0.11920292202211756,0.8807970779778824,-2.0,True,0.9999847412109375,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-04dee2591b902df2-m0,llama_pilot_v1-04dee2591b902df2,solvability,llama_pilot_v1-04dee2591b902df2-m0,0,True,0.5312093733737563,0.46879062662624377,0.125,True,0.9999599456787109,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-04dee2591b902df2-m1,llama_pilot_v1-04dee2591b902df2,solvability,llama_pilot_v1-04dee2591b902df2-m1,0,True,0.24508501313237172,0.7549149868676283,-1.125,True,0.9999752640724182,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0502b2b778c82232-m0,llama_pilot_v1-0502b2b778c82232,foraging,llama_pilot_v1-0502b2b778c82232-m0,0,True,0.8354835371034369,0.1645164628965632,1.625,True,0.9999885559082031,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0502b2b778c82232-m1,llama_pilot_v1-0502b2b778c82232,foraging,llama_pilot_v1-0502b2b778c82232-m1,0,True,0.32082130082460697,0.679178699175393,-0.7500000000000001,True,0.9999885559082031,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0572b80499199da0-m0,llama_pilot_v1-0572b80499199da0,effort,llama_pilot_v1-0572b80499199da0-m0,0,True,0.5,0.5,0.0,True,0.9999656677246094,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0572b80499199da0-m1,llama_pilot_v1-0572b80499199da0,effort,llama_pilot_v1-0572b80499199da0-m1,0,True,0.08509904500702024,0.9149009549929797,-2.375,True,0.9999675750732422,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-05cbc405cb9b373c-m0,llama_pilot_v1-05cbc405cb9b373c,waiting,llama_pilot_v1-05cbc405cb9b373c-m0,0,True,0.9924227587321393,0.007577241267860811,4.875,True,0.9999637603759766,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-05cbc405cb9b373c-m1,llama_pilot_v1-05cbc405cb9b373c,waiting,llama_pilot_v1-05cbc405cb9b373c-m1,0,True,0.40733340004593027,0.5926665999540698,-0.37499999999999994,True,0.9999828338623047,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-063323e67efd7aa1-m0,llama_pilot_v1-063323e67efd7aa1,waiting,llama_pilot_v1-063323e67efd7aa1-m0,0,True,0.05340332979982424,0.9465966702001758,-2.875,True,0.9997844696044922,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-063323e67efd7aa1-m1,llama_pilot_v1-063323e67efd7aa1,waiting,llama_pilot_v1-063323e67efd7aa1-m1,0,True,0.009708476481474066,0.9902915235185259,-4.625,True,0.9999847412109375,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0652e45a8f9f1d7e-m0,llama_pilot_v1-0652e45a8f9f1d7e,debugging,llama_pilot_v1-0652e45a8f9f1d7e-m0,0,True,0.5621765008857981,0.4378234991142019,0.24999999999999992,True,0.9997959733009338,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0652e45a8f9f1d7e-m1,llama_pilot_v1-0652e45a8f9f1d7e,debugging,llama_pilot_v1-0652e45a8f9f1d7e-m1,0,True,0.047425873177566774,0.9525741268224331,-3.0,True,0.9999923706054688,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-06e095a3b93a9084-m0,llama_pilot_v1-06e095a3b93a9084,waiting,llama_pilot_v1-06e095a3b93a9084-m0,0,True,0.8807970779778824,0.11920292202211756,2.0,True,0.9995556473731995,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-06e095a3b93a9084-m1,llama_pilot_v1-06e095a3b93a9084,waiting,llama_pilot_v1-06e095a3b93a9084-m1,0,True,0.34864513533394575,0.6513548646660542,-0.6249999999999999,True,0.999969482421875,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-06e85d5618daf360-m0,llama_pilot_v1-06e85d5618daf360,effort,llama_pilot_v1-06e85d5618daf360-m0,0,True,0.2689414213699951,0.7310585786300049,-1.0000000000000002,True,0.999977171421051,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-06e85d5618daf360-m1,llama_pilot_v1-06e85d5618daf360,effort,llama_pilot_v1-06e85d5618daf360-m1,0,True,0.07585818002124356,0.9241418199787566,-2.5,True,0.9999885559082031,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-074bcc1d2438b57e-m0,llama_pilot_v1-074bcc1d2438b57e,waiting,llama_pilot_v1-074bcc1d2438b57e-m0,0,True,0.9149009549929797,0.08509904500702024,2.375,True,0.9998321533203125,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-074bcc1d2438b57e-m1,llama_pilot_v1-074bcc1d2438b57e,waiting,llama_pilot_v1-074bcc1d2438b57e-m1,0,True,0.1645164628965632,0.8354835371034369,-1.625,True,0.9999790787696838,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-08d0fc37e8bada50-m0,llama_pilot_v1-08d0fc37e8bada50,waiting,llama_pilot_v1-08d0fc37e8bada50-m0,0,True,0.9902915235185259,0.009708476481474066,4.625,True,0.99945467710495,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-08d0fc37e8bada50-m1,llama_pilot_v1-08d0fc37e8bada50,waiting,llama_pilot_v1-08d0fc37e8bada50-m1,0,True,0.7057850278370112,0.29421497216298875,0.8750000000000001,True,0.9999275803565979,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-08e928e37dd9d2ad-m0,llama_pilot_v1-08e928e37dd9d2ad,information_sampling,llama_pilot_v1-08e928e37dd9d2ad-m0,0,True,0.4378234991142019,0.5621765008857981,-0.25,True,0.9985286593437195,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-08e928e37dd9d2ad-m1,llama_pilot_v1-08e928e37dd9d2ad,information_sampling,llama_pilot_v1-08e928e37dd9d2ad-m1,0,True,0.06008665017400762,0.9399133498259924,-2.75,True,0.9998779296875,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0a0621d0f465acf9-m0,llama_pilot_v1-0a0621d0f465acf9,effort,llama_pilot_v1-0a0621d0f465acf9-m0,0,True,0.9149009549929797,0.08509904500702024,2.375,True,0.9999866485595703,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0a0621d0f465acf9-m1,llama_pilot_v1-0a0621d0f465acf9,effort,llama_pilot_v1-0a0621d0f465acf9-m1,0,True,0.1066905939456512,0.8933094060543488,-2.125,True,0.9998950958251953,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0a4313df6b1bf0be-m0,llama_pilot_v1-0a4313df6b1bf0be,debugging,llama_pilot_v1-0a4313df6b1bf0be-m0,0,True,0.9669140216112959,0.03308597838870413,3.375,True,0.99993896484375,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0a4313df6b1bf0be-m1,llama_pilot_v1-0a4313df6b1bf0be,debugging,llama_pilot_v1-0a4313df6b1bf0be-m1,0,True,0.2689414213699951,0.7310585786300049,-1.0000000000000002,True,0.9999618530273438,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0af6427d603ad5f0-m0,llama_pilot_v1-0af6427d603ad5f0,debugging,llama_pilot_v1-0af6427d603ad5f0-m0,0,True,0.22270013882530887,0.7772998611746912,-1.25,True,0.9994622468948364,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0af6427d603ad5f0-m1,llama_pilot_v1-0af6427d603ad5f0,debugging,llama_pilot_v1-0af6427d603ad5f0-m1,0,True,0.01590639171181471,0.9840936082881853,-4.125,True,0.9999923706054688,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0c2934272e6ab58e-m0,llama_pilot_v1-0c2934272e6ab58e,debugging,llama_pilot_v1-0c2934272e6ab58e-m0,0,True,0.46879062662624377,0.5312093733737563,-0.12500000000000006,True,0.9995976090431213,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0c2934272e6ab58e-m1,llama_pilot_v1-0c2934272e6ab58e,debugging,llama_pilot_v1-0c2934272e6ab58e-m1,0,True,0.02595735719779685,0.9740426428022031,-3.625,True,0.9999885559082031,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0c41eab70a5f19bd-m0,llama_pilot_v1-0c41eab70a5f19bd,foraging,llama_pilot_v1-0c41eab70a5f19bd-m0,0,True,0.7549149868676283,0.24508501313237172,1.125,True,0.9999370574951172,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0c41eab70a5f19bd-m1,llama_pilot_v1-0c41eab70a5f19bd,foraging,llama_pilot_v1-0c41eab70a5f19bd-m1,0,True,0.22270013882530887,0.7772998611746912,-1.25,True,0.9999790787696838,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0cfee397b914f803-m0,llama_pilot_v1-0cfee397b914f803,effort,llama_pilot_v1-0cfee397b914f803-m0,0,True,0.8670357598021707,0.13296424019782926,1.8749999999999998,True,0.9999847412109375,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0cfee397b914f803-m1,llama_pilot_v1-0cfee397b914f803,effort,llama_pilot_v1-0cfee397b914f803-m1,0,True,0.1480471980316895,0.8519528019683106,-1.7499999999999998,True,0.9999637603759766,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0d9ab5125f73bd6d-m0,llama_pilot_v1-0d9ab5125f73bd6d,effort,llama_pilot_v1-0d9ab5125f73bd6d-m0,0,True,0.5,0.5,0.0,True,0.9999580383300781,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0d9ab5125f73bd6d-m1,llama_pilot_v1-0d9ab5125f73bd6d,effort,llama_pilot_v1-0d9ab5125f73bd6d-m1,0,True,0.11920292202211756,0.8807970779778824,-2.0,True,0.9999752640724182,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0dd5b7df685c5e6e-m0,llama_pilot_v1-0dd5b7df685c5e6e,effort,llama_pilot_v1-0dd5b7df685c5e6e-m0,0,True,0.9525741268224331,0.047425873177566774,3.0,True,0.9999904632568359,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0dd5b7df685c5e6e-m1,llama_pilot_v1-0dd5b7df685c5e6e,effort,llama_pilot_v1-0dd5b7df685c5e6e-m1,0,True,0.2689414213699951,0.7310585786300049,-1.0000000000000002,True,0.9999637603759766,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0dd5bbaab93a358c-m0,llama_pilot_v1-0dd5bbaab93a358c,debugging,llama_pilot_v1-0dd5bbaab93a358c-m0,0,True,0.37754066879814546,0.6224593312018546,-0.5,True,0.9997501969337463,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0dd5bbaab93a358c-m1,llama_pilot_v1-0dd5bbaab93a358c,debugging,llama_pilot_v1-0dd5bbaab93a358c-m1,0,True,0.04208772791561884,0.9579122720843811,-3.125,True,0.9999885559082031,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0de8bf93c3445cae-m0,llama_pilot_v1-0de8bf93c3445cae,bandit,llama_pilot_v1-0de8bf93c3445cae-m0,0,True,0.13296424019782926,0.8670357598021707,-1.875,True,0.9999752640724182,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0de8bf93c3445cae-m1,llama_pilot_v1-0de8bf93c3445cae,bandit,llama_pilot_v1-0de8bf93c3445cae-m1,0,True,0.008577485413711986,0.991422514586288,-4.75,True,0.9999962449073792,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0e8dc42c8b8c5d67-m0,llama_pilot_v1-0e8dc42c8b8c5d67,debugging,llama_pilot_v1-0e8dc42c8b8c5d67-m0,0,True,0.8354835371034369,0.1645164628965632,1.625,True,0.9999256730079651,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-0e8dc42c8b8c5d67-m1,llama_pilot_v1-0e8dc42c8b8c5d67,debugging,llama_pilot_v1-0e8dc42c8b8c5d67-m1,0,True,0.04208772791561884,0.9579122720843811,-3.125,True,0.9999962449073792,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-12d9d78918bfc9c2-m0,llama_pilot_v1-12d9d78918bfc9c2,information_sampling,llama_pilot_v1-12d9d78918bfc9c2-m0,0,True,0.5312093733737563,0.46879062662624377,0.125,True,0.9995213747024536,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-12d9d78918bfc9c2-m1,llama_pilot_v1-12d9d78918bfc9c2,information_sampling,llama_pilot_v1-12d9d78918bfc9c2-m1,0,True,0.08509904500702024,0.9149009549929797,-2.375,True,0.9998760223388672,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-12f129ecc3509f63-m0,llama_pilot_v1-12f129ecc3509f63,information_sampling,llama_pilot_v1-12f129ecc3509f63-m0,0,True,0.32082130082460697,0.679178699175393,-0.7500000000000001,True,0.9993841648101807,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-12f129ecc3509f63-m1,llama_pilot_v1-12f129ecc3509f63,information_sampling,llama_pilot_v1-12f129ecc3509f63-m1,0,True,0.02297736991002561,0.9770226300899744,-3.75,True,0.9998398423194885,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-1305fe246e31e091-m0,llama_pilot_v1-1305fe246e31e091,solvability,llama_pilot_v1-1305fe246e31e091-m0,0,True,0.9669140216112959,0.03308597838870413,3.375,True,0.9999408721923828,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-1305fe246e31e091-m1,llama_pilot_v1-1305fe246e31e091,solvability,llama_pilot_v1-1305fe246e31e091-m1,0,True,0.5312093733737563,0.46879062662624377,0.125,True,0.9999198913574219,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-13143881005f9178-m0,llama_pilot_v1-13143881005f9178,waiting,llama_pilot_v1-13143881005f9178-m0,0,True,0.02595735719779685,0.9740426428022031,-3.625,True,0.9999599456787109,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-13143881005f9178-m1,llama_pilot_v1-13143881005f9178,waiting,llama_pilot_v1-13143881005f9178-m1,0,True,0.0008040859356292355,0.9991959140643708,-7.125,True,1.0,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-136074e61bebb12c-m0,llama_pilot_v1-136074e61bebb12c,effort,llama_pilot_v1-136074e61bebb12c-m0,0,True,0.5621765008857981,0.4378234991142019,0.24999999999999992,True,0.9999752640724182,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-136074e61bebb12c-m1,llama_pilot_v1-136074e61bebb12c,effort,llama_pilot_v1-136074e61bebb12c-m1,0,True,0.037326887344129464,0.9626731126558706,-3.25,True,0.999977171421051,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-137b9200a305a2e6-m0,llama_pilot_v1-137b9200a305a2e6,debugging,llama_pilot_v1-137b9200a305a2e6-m0,0,True,0.7981867777396212,0.20181322226037882,1.3750000000000002,True,0.999906599521637,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-137b9200a305a2e6-m1,llama_pilot_v1-137b9200a305a2e6,debugging,llama_pilot_v1-137b9200a305a2e6-m1,0,True,0.06008665017400762,0.9399133498259924,-2.75,True,0.9999923706054688,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-139eaa496e0cfd4f-m0,llama_pilot_v1-139eaa496e0cfd4f,information_sampling,llama_pilot_v1-139eaa496e0cfd4f-m0,0,True,0.7057850278370112,0.29421497216298875,0.8750000000000001,True,0.9997577667236328,"{""continue"": ""X"", ""disengage"": ""Y""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_pilot_v1-139eaa496e0cfd4f-m1,llama_pilot_v1-139eaa496e0cfd4f,information_sampling,llama_pilot_v1-139eaa496e0cfd4f-m1,0,True,0.18242552380635632,0.8175744761936437,-1.5,True,0.9998760223388672,"{""continue"": ""Y"", ""disengage"": ""X""}",meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
