design_id,condition_id,paired_condition_id,task_family,episode_id,step,history_actions,history_outcomes,history_length,history_valence,response_mapping,continuation_advantage,semantic_hash,factor_continuation_value,factor_disengagement_value,factor_continuation_cost,factor_progress_evidence,factor_success_evidence,factor_uncertainty,factor_prior_investment,factor_controllability,factor_environmental_stability,factor_goal_continuity,factor_available_continuation_value,factor_available_disengagement_value,factor_available_continuation_cost,factor_available_progress_evidence,factor_available_success_evidence,factor_available_uncertainty,factor_available_prior_investment,factor_available_controllability,factor_available_environmental_stability,factor_available_goal_continuity,context_phase_order,context_a_history_valence,context_b_history_valence,context_a_history_actions,context_a_history_outcomes,context_b_history_actions,context_b_history_outcomes,context_context_return,context_cue_reliability,context_cue_probability,context_change_point,context_cue_rule,context_a_environment_rate,context_b_environment_rate,context_critical_contrast_id,domain,prediction_dual_history,prediction_latent_context,prediction_outcome_history,disagreement_variance,absolute_difference_dual_history_latent_context,absolute_difference_dual_history_outcome_history,absolute_difference_latent_context_outcome_history,disagreement_raw,disagreement_score,uncertainty_variance_dual_history,uncertainty_variance_latent_context,uncertainty_variance_outcome_history,uncertainty_raw,uncertainty_score,coverage_marginal,coverage_pairwise,coverage_task_factor,coverage_score,coverage_contextual,active_discrimination_score,selection_unit,random_priority,sampling_strategy,selection_seed,split
theory_resolution_contextual_v1,theory_resolution_contextual_v1-227a22403697f0aa-m0,theory_resolution_contextual_v1-227a22403697f0aa,bandit,theory_resolution_contextual_v1-227a22403697f0aa,3,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",3,mixed,"{""continue"": ""X"", ""disengage"": ""Y""}",0.0,227a22403697f0aa2a42f374b6c52d9d1617811eab2af2abb737fb321be0be92,high,high,medium,,high,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",negative,mixed,"[""continue"", ""disengage"", ""continue""]","[-1, -1, -1]","[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",B,high,0.95,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.61,0.89,critical-bandit-00002157,bandit:contextual,0.9576315223935852,1.0055117385391812,1.068665947761571,0.002067734761939243,0.04788021614559601,0.1110344253679858,0.06315420922238979,0.04788021614559601,0.346275,0.0016913652891716027,0.0015105868488867948,0.0016810616533841738,0.0016276712638141906,0.495625,0.008974899115009006,0.0142294814151691,0.02162077653701331,0.28900000000000003,0.750025,0.36929375,context:critical-bandit-00002157,0.001679150809076213,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-f5a007531ec9b3f7-m0,theory_resolution_contextual_v1-f5a007531ec9b3f7,bandit,theory_resolution_contextual_v1-f5a007531ec9b3f7,3,"[""continue"", ""disengage"", ""continue""]","[-1, -1, -1]",3,negative,"{""continue"": ""X"", ""disengage"": ""Y""}",0.0,f5a007531ec9b3f74d4e3b739b989d8309ca067459f1a2f5091781909ac93ac6,high,high,medium,,high,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",mixed,negative,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]","[""continue"", ""disengage"", ""continue""]","[-1, -1, -1]",B,high,0.95,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.61,0.89,critical-bandit-00002157,bandit:contextual,0.5407461216178299,0.34176054119864085,0.45113082654521053,0.006620891293611582,0.198985580419189,0.08961529507261934,0.10937028534656967,0.198985580419189,0.6803,0.0022083699285467997,0.0033507353829283553,0.0021004547858151806,0.002553186699096778,0.88165,0.008974899115009006,0.0142294814151691,0.02162077653701331,0.28900000000000003,0.750025,0.6328125000000001,context:critical-bandit-00002157,0.3753442006360078,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-a8ce17b11d8b68ad-m0,theory_resolution_contextual_v1-a8ce17b11d8b68ad,bandit,theory_resolution_contextual_v1-a8ce17b11d8b68ad,3,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",3,positive,"{""continue"": ""X"", ""disengage"": ""Y""}",1.0,a8ce17b11d8b68ad0b11dc9eba06b4985c019060c5c728f0dc09c0789ab070de,high,medium,medium,,high,high,low,,stable,new,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",mixed,positive,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]","[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",novel_C,low,0.6,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.193,0.704,critical-bandit-00000219,bandit:contextual,2.22204562848459,1.7426186373915142,2.12244405281484,0.04267089554066214,0.47942699109307596,0.09960157566975036,0.3798254154233256,0.47942699109307596,0.90315,0.0016812599326050874,0.0010180904729254472,0.0013080773089886803,0.0013358092381730716,0.29155,0.008944307307809197,0.014094263062012048,0.021499426078511748,0.24145,0.750025,0.584825,context:critical-bandit-00000219,0.002178680734664429,random,380229,model_discrimination
theory_resolution_contextual_v1,theory_resolution_contextual_v1-5246177928051396-m0,theory_resolution_contextual_v1-5246177928051396,bandit,theory_resolution_contextual_v1-5246177928051396,3,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",3,mixed,"{""continue"": ""X"", ""disengage"": ""Y""}",1.0,5246177928051396dc5916ca3aa42c9018c1bf54a26a789d83b9817a229de64f,high,medium,medium,,high,high,low,,stable,new,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",positive,mixed,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]","[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",novel_C,low,0.6,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.193,0.704,critical-bandit-00000219,bandit:contextual,1.3295141882122457,1.4353911556051604,1.438496406375478,0.0025662998536050276,0.10587696739291474,0.10898221816323228,0.003105250770317536,0.10587696739291474,0.5267,0.001096425565217205,0.0008985810715688702,0.0010729831405186124,0.0010226632591015625,0.1163,0.008944307307809197,0.014094263062012048,0.021499426078511748,0.24145,0.750025,0.3527875,context:critical-bandit-00000219,0.70219836159293,random,380229,model_discrimination
theory_resolution_contextual_v1,theory_resolution_contextual_v1-2893f7cb3ef05eb1-m0,theory_resolution_contextual_v1-2893f7cb3ef05eb1,bandit,theory_resolution_contextual_v1-2893f7cb3ef05eb1,3,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",3,negative,"{""continue"": ""X"", ""disengage"": ""Y""}",-1.0,2893f7cb3ef05eb16f482f4d55eb23765ed57c7be88e4962127882580cdff216,low,medium,medium,,low,high,high,,changing,new,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",positive,negative,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]","[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",A,medium,0.8,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.604,0.167,critical-bandit-00002763,bandit:contextual,-2.508998558756054,-1.369421839769324,-2.406517807655316,0.2649672721564571,1.1395767189867299,0.10248075110073795,1.037095967885992,1.1395767189867299,0.994675,0.0020453743707089167,0.0015411419674420535,0.0014532818021458348,0.0016799327134322684,0.530875,0.009031761446482042,0.014379633480975115,0.021604430036904605,0.32530000000000003,0.750025,0.71138125,context:critical-bandit-00002763,0.0022360275328484613,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-7de180cb9584c1ec-m0,theory_resolution_contextual_v1-7de180cb9584c1ec,bandit,theory_resolution_contextual_v1-7de180cb9584c1ec,3,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",3,positive,"{""continue"": ""X"", ""disengage"": ""Y""}",-1.0,7de180cb9584c1ec0c399c8c39173a8f0e92a7c0702cfdfa0dbce7ff87a8c94a,low,medium,medium,,low,high,high,,changing,new,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",negative,positive,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]","[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",A,medium,0.8,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.604,0.167,critical-bandit-00002763,bandit:contextual,-1.0008741867468895,-2.1042273230736392,-1.1050350399995927,0.2474025383719035,1.1033531363267497,0.10416085325270319,0.9991922830740465,1.1033531363267497,0.993875,0.0018000033701463627,0.001876498039396481,0.001588817325961633,0.0017551062451681588,0.577875,0.009031761446482042,0.014379633480975115,0.021604430036904605,0.32530000000000003,0.750025,0.7227312499999999,context:critical-bandit-00002763,0.4507511184216395,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-f766cf5b94c1bea6-m0,theory_resolution_contextual_v1-f766cf5b94c1bea6,bandit,theory_resolution_contextual_v1-f766cf5b94c1bea6,3,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",3,mixed,"{""continue"": ""X"", ""disengage"": ""Y""}",1.0,f766cf5b94c1bea6416df947a963d108851bb00c34a8b7d59be31e08e64f6f1b,medium,medium,low,,low,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",positive,mixed,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]","[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",B,medium,0.8,change_point,The blue circuit uses a high-volatility generator and the amber circuit a low-volatility generator.,0.319,0.668,critical-bandit-00002712,bandit:contextual,-0.6245540481870979,-0.5110762832965814,-0.5189478292172273,0.002676870871648939,0.11347776489051653,0.10560621896987066,0.007871545920645873,0.11347776489051653,0.54915,0.0014014065372301506,0.00098475792030688,0.0013000843884004491,0.0012287496153124931,0.22385,0.008991692480990517,0.014159572004670813,0.02126203975435706,0.22526875000000002,0.750025,0.38685468750000007,context:critical-bandit-00002712,0.002277115864222523,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-1576892df3989c38-m0,theory_resolution_contextual_v1-1576892df3989c38,bandit,theory_resolution_contextual_v1-1576892df3989c38,3,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",3,positive,"{""continue"": ""X"", ""disengage"": ""Y""}",1.0,1576892df3989c38b9d0c5b0dd03d3b97687f5708c27849e54375342768a1eab,medium,medium,low,,low,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",mixed,positive,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]","[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",B,medium,0.8,change_point,The blue circuit uses a high-volatility generator and the amber circuit a low-volatility generator.,0.319,0.668,critical-bandit-00002712,bandit:contextual,0.26797739208524707,-0.3501669021231169,0.16499981722213464,0.07312261090088817,0.6181442942083639,0.10297757486311243,0.5151667193452516,0.6181442942083639,0.94455,0.0015218648029442499,0.0010611131969200825,0.001485604717214941,0.0013561942390264243,0.30595,0.008991692480990517,0.014159572004670813,0.02126203975435706,0.22526875000000002,0.750025,0.6050796875000001,context:critical-bandit-00002712,0.8605512164811818,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-822f40c25dc39282-m0,theory_resolution_contextual_v1-822f40c25dc39282,bandit,theory_resolution_contextual_v1-822f40c25dc39282,3,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",3,negative,"{""continue"": ""X"", ""disengage"": ""Y""}",3.0,822f40c25dc39282c58bd42c853e1e88601c4cda1daf5c665febde779b22aac2,high,low,low,,medium,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",positive,negative,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]","[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",B,low,0.6,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.109,0.194,critical-bandit-00002295,bandit:contextual,0.7177545144895363,0.7254806102199829,0.8233578189344521,0.002310188716739709,0.0077260957304465805,0.10560330444491584,0.09787720871446925,0.0077260957304465805,0.12605,0.0019398915134407632,0.0023142248884758247,0.002186559554281465,0.002146891985399351,0.7726,0.008950882835927603,0.014156743189106107,0.02119283293075632,0.214675,0.750025,0.30984375,context:critical-bandit-00002295,0.0023079219551187524,random,380229,round3_train
theory_resolution_contextual_v1,theory_resolution_contextual_v1-b29b7c3a23c17390-m0,theory_resolution_contextual_v1-b29b7c3a23c17390,bandit,theory_resolution_contextual_v1-b29b7c3a23c17390,3,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",3,positive,"{""continue"": ""X"", ""disengage"": ""Y""}",3.0,b29b7c3a23c17390067b1130e6f5872f37601ea5381c3a9fdfa8afca6529cfa1,high,low,low,,medium,low,low,,stable,same,True,True,True,False,True,True,True,False,True,True,"[""A1"", ""B"", ""A2""]",negative,positive,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]","[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",B,low,0.6,same_environment,Circuit families are distinguished by audited reward-frequency bands.,0.109,0.194,critical-bandit-00002295,bandit:contextual,2.225878886498701,2.1937787134278444,2.1248405865901754,0.0017768471657189592,0.03210017307085655,0.10103829990852553,0.06893812683766898,0.03210017307085655,0.2781,0.0022562207123138158,0.003924645496977581,0.002203888949925636,0.0027949183864056774,0.9177,0.008950882835927603,0.014156743189106107,0.02119283293075632,0.214675,0.750025,0.42214375,context:critical-bandit-00002295,0.20221739243836767,random,380229,round3_train
